time,Bx,By,Bz,BT
11.615288,-6.15,-22.35,-19.76,30.46
11.624951,-5.93,-22.44,-19.76,30.49
11.635641,-6.08,-22.26,-19.95,30.50
11.645022,-5.98,-22.16,-19.82,30.33
11.654583,-5.81,-22.22,-20.03,30.47
11.664556,-5.62,-22.07,-19.67,30.09
11.676173,-5.57,-22.12,-19.89,30.27
11.686710,-5.42,-22.11,-20.01,30.30
11.694822,-5.46,-22.24,-20.06,30.44
11.705365,-5.38,-22.22,-19.88,30.29
11.717722,-5.33,-22.37,-19.56,30.19
11.724962,-5.23,-22.48,-19.46,30.19
11.735398,-5.34,-22.73,-19.31,30.30
11.746807,-5.36,-22.78,-19.52,30.47
11.755264,-5.36,-22.74,-19.33,30.33
11.766592,-5.51,-22.88,-19.20,30.37
11.775932,-5.51,-22.88,-19.20,30.37
11.786738,-5.53,-22.88,-19.28,30.42
11.795661,-5.64,-22.67,-19.20,30.24
11.804630,-5.83,-22.65,-19.24,30.28
11.818392,-5.74,-22.35,-18.98,29.87
11.825497,-5.70,-22.50,-18.83,29.89
11.834527,-5.59,-22.44,-18.84,29.83
11.844414,-5.57,-22.46,-18.81,29.82
11.854984,-5.61,-22.48,-18.77,29.82
11.864537,-5.70,-22.56,-18.69,29.85
11.874898,-5.40,-22.74,-18.79,29.99
11.884698,-5.27,-22.74,-18.64,29.87
11.895453,-5.48,-22.82,-18.90,30.13
11.905161,-5.46,-22.54,-18.96,29.95
11.914875,-5.42,-22.44,-18.88,29.83
11.927795,-5.29,-22.14,-19.14,29.75
11.936030,-5.31,-22.26,-19.09,29.80
11.944427,-5.34,-22.12,-19.12,29.73
11.955216,-5.57,-22.22,-19.14,29.85
11.966075,-5.64,-22.14,-19.09,29.77
11.974529,-5.40,-22.31,-19.12,29.88
11.985405,-5.57,-22.41,-19.05,29.93
11.995330,-5.76,-22.35,-19.05,29.93
12.005552,-5.93,-22.76,-18.90,30.17
12.018033,-6.00,-22.78,-19.22,30.40
12.025112,-5.83,-22.97,-19.33,30.58
12.034518,-5.74,-22.93,-19.29,30.51
12.044475,-5.89,-23.01,-19.48,30.72
12.054912,-6.04,-22.65,-19.52,30.50
12.065345,-6.06,-22.58,-19.65,30.54
12.076005,-5.89,-22.67,-19.54,30.50
12.084764,-5.78,-22.24,-19.54,30.16
12.096370,-5.68,-21.96,-19.48,29.90
12.105735,-5.81,-21.75,-19.48,29.77
12.114613,-5.87,-21.68,-19.56,29.78
12.124305,-5.78,-21.53,-19.63,29.70
12.134804,-5.53,-21.68,-19.73,29.82
12.144833,-5.16,-21.92,-19.59,29.85
12.154639,-5.23,-21.96,-19.73,29.98
12.165130,-5.25,-22.09,-19.80,30.12
12.175011,-5.33,-22.16,-19.84,30.22
12.184520,-5.14,-22.22,-19.91,30.27
12.195774,-4.97,-22.20,-20.03,30.31
12.204519,-4.99,-22.37,-20.10,30.48
12.218389,-5.27,-22.24,-19.93,30.32
12.228284,-5.46,-22.29,-19.88,30.36
12.235548,-5.42,-22.29,-19.88,30.35
12.245379,-5.42,-22.18,-19.84,30.25
12.256369,-5.36,-22.03,-19.73,30.05
12.266020,-5.62,-22.20,-19.52,30.09
12.274669,-5.87,-22.11,-19.35,29.96
12.284485,-5.76,-22.11,-19.14,29.80
12.295764,-5.68,-22.24,-19.01,29.80
12.304537,-5.78,-21.99,-19.18,29.75
12.319725,-5.93,-21.84,-19.20,29.68
12.324870,-5.98,-21.96,-19.44,29.93
12.334160,-5.96,-22.31,-19.43,30.18
12.344622,-6.02,-22.05,-19.65,30.14
12.354756,-5.87,-22.12,-19.84,30.29
12.364938,-5.89,-22.11,-19.89,30.32
12.375766,-5.72,-22.07,-19.88,30.24
12.385125,-5.91,-22.01,-19.82,30.20
12.395185,-5.64,-22.28,-19.82,30.34
12.411586,-5.59,-22.16,-19.48,30.03
12.414830,-5.53,-22.07,-19.44,29.93
12.424279,-5.34,-22.18,-19.41,29.95
12.435145,-5.48,-22.29,-19.31,30.00
12.445468,-5.36,-22.16,-19.50,30.00
12.454768,-5.46,-22.05,-19.67,30.05
12.465567,-5.38,-22.12,-19.65,30.08
12.475351,-5.64,-21.86,-19.80,30.03
12.485493,-5.59,-21.94,-19.93,30.16
12.496390,-5.66,-21.92,-19.99,30.20
12.505642,-5.57,-22.12,-20.01,30.34
12.523047,-5.61,-22.16,-20.08,30.43
12.524378,-5.72,-22.28,-20.10,30.54
12.535133,-5.76,-22.50,-20.03,30.67
12.545561,-5.70,-22.50,-19.91,30.58
12.554604,-5.62,-22.76,-19.73,30.64
12.566114,-5.44,-22.67,-19.58,30.44
12.574762,-5.27,-22.58,-19.48,30.28
12.584463,-5.36,-22.28,-19.61,30.16
12.594771,-5.33,-22.22,-19.31,29.92
12.604477,-5.31,-22.18,-19.24,29.84
12.615759,-5.31,-22.07,-19.29,29.79
12.624513,-5.01,-22.12,-19.39,29.84
12.634608,-5.03,-22.11,-19.69,30.03
12.644578,-5.14,-22.16,-19.88,30.21
12.654681,-5.48,-22.14,-19.97,30.32
12.664629,-5.48,-22.14,-19.86,30.24
12.674904,-5.51,-22.01,-20.10,30.31
12.685761,-5.49,-21.92,-20.04,30.21
12.694715,-5.64,-21.94,-19.93,30.17
12.705438,-5.91,-21.98,-19.71,30.10
12.716985,-6.11,-22.14,-19.61,30.21
12.726438,-6.13,-22.43,-19.63,30.43
12.735727,-5.85,-22.54,-19.56,30.41
12.745263,-6.08,-22.44,-19.31,30.23
12.754869,-5.96,-22.54,-19.24,30.23
12.764963,-6.21,-22.80,-19.31,30.52
12.775267,-6.23,-22.78,-19.48,30.61
12.785957,-6.38,-22.67,-19.73,30.72
12.794699,-6.17,-22.37,-19.78,30.49
12.804914,-6.19,-22.22,-19.73,30.35
12.817347,-6.30,-22.22,-19.74,30.38
12.824946,-6.21,-22.33,-19.74,30.45
12.836247,-6.56,-22.41,-19.73,30.56
12.845084,-6.43,-22.31,-19.67,30.43
12.855380,-6.30,-22.33,-19.50,30.31
12.864533,-6.19,-22.33,-19.29,30.15
12.874621,-6.08,-22.48,-19.16,30.16
12.885334,-5.93,-22.43,-18.96,29.96
12.895406,-5.85,-22.44,-19.20,30.11
12.905836,-5.55,-22.28,-19.41,30.06
12.915171,-5.36,-22.20,-19.63,30.12
12.928008,-5.19,-22.33,-19.59,30.16
12.935003,-5.25,-22.44,-19.71,30.33
12.946327,-5.16,-22.58,-19.78,30.46
12.955801,-5.27,-22.59,-19.67,30.42
12.965869,-5.42,-22.56,-20.01,30.63
12.975797,-5.57,-22.54,-19.63,30.40
12.985799,-5.81,-22.61,-19.56,30.46
12.994505,-5.79,-22.54,-19.39,30.29
13.005202,-5.87,-22.31,-19.33,30.10
13.014761,-6.15,-22.07,-19.28,29.94
13.025018,-6.11,-21.86,-19.33,29.82
13.035715,-6.26,-21.54,-19.35,29.63
13.044755,-6.53,-21.53,-19.09,29.50
13.055426,-6.38,-21.43,-19.16,29.45
13.066707,-6.30,-21.36,-19.20,29.40
13.074784,-6.13,-21.69,-19.29,29.67
13.084358,-6.21,-21.75,-19.39,29.79
13.095808,-5.78,-21.92,-19.43,29.85
13.104880,-6.08,-22.01,-19.54,30.05
13.114843,-5.83,-22.14,-19.69,30.20
13.130104,-5.74,-22.18,-19.63,30.17
13.136311,-5.81,-22.39,-19.59,30.31
13.144502,-5.81,-22.61,-19.54,30.44
13.154989,-5.87,-22.46,-19.43,30.27
13.164385,-5.83,-22.50,-19.39,30.27
13.174642,-6.02,-22.52,-19.56,30.43
13.186312,-5.83,-22.58,-19.39,30.32
13.196329,-6.02,-22.65,-19.46,30.46
13.206429,-5.96,-22.69,-19.76,30.67
13.216884,-5.83,-22.43,-19.76,30.45
13.225868,-5.87,-22.31,-19.84,30.43
13.239096,-5.98,-22.26,-19.86,30.42
13.244786,-5.98,-22.26,-19.86,30.42
13.254679,-5.78,-22.39,-19.76,30.42
13.265387,-5.78,-22.52,-19.61,30.42
13.274536,-5.66,-22.58,-19.65,30.46
13.285280,-5.46,-22.63,-19.29,30.24
13.294686,-5.61,-22.82,-19.65,30.63
13.304480,-5.55,-23.14,-19.86,30.99
13.314621,-5.36,-23.04,-19.99,30.97
13.325350,-5.36,-23.06,-20.03,31.01
13.335077,-5.53,-22.88,-19.91,30.83
13.345523,-5.38,-22.86,-19.76,30.69
13.355017,-5.42,-22.86,-19.44,30.49
13.364391,-5.59,-22.97,-19.43,30.60
13.374596,-5.49,-22.82,-19.14,30.29
13.385651,-5.66,-22.73,-19.14,30.25
13.396389,-5.79,-22.86,-18.94,30.24
13.404748,-5.66,-22.52,-19.11,30.07
13.415402,-5.55,-22.63,-19.09,30.12
13.428889,-5.62,-22.61,-19.48,30.37
13.435725,-5.83,-22.43,-19.84,30.50
13.446096,-5.85,-22.22,-19.99,30.45
13.455336,-5.94,-22.35,-19.89,30.51
13.465222,-5.91,-22.22,-19.73,30.29
13.475317,-5.79,-22.20,-19.65,30.21
13.485232,-5.87,-22.52,-19.28,30.22
13.494666,-5.87,-22.35,-19.31,30.12
13.506762,-5.96,-22.09,-19.43,30.01
13.514912,-5.78,-22.01,-19.31,29.85
13.529400,-5.98,-22.18,-19.58,30.18
13.536025,-5.98,-22.09,-19.84,30.28
13.546419,-5.94,-21.84,-19.80,30.08
13.555504,-6.19,-21.69,-20.06,30.19
13.564358,-6.09,-21.71,-20.08,30.20
13.574475,-6.19,-21.83,-20.38,30.50
13.584532,-6.24,-21.86,-20.03,30.30
13.595167,-6.08,-21.99,-19.88,30.26
13.605325,-5.64,-21.92,-19.74,30.03
13.616403,-5.81,-22.01,-19.61,30.05
13.625007,-5.94,-22.28,-19.61,30.27
13.639785,-5.59,-22.22,-19.63,30.17
13.644808,-5.72,-22.05,-19.65,30.08
13.655450,-5.62,-22.20,-19.29,29.95
13.666898,-5.55,-22.35,-19.44,30.14
13.675930,-5.70,-22.52,-19.26,30.17
13.685492,-5.81,-22.52,-19.14,30.12
13.695201,-5.81,-22.48,-18.86,29.92
13.704965,-5.59,-22.35,-18.81,29.74
13.714542,-5.78,-22.48,-18.81,29.87
13.725766,-5.87,-22.46,-18.86,29.91
13.734585,-6.08,-22.22,-18.96,29.83
13.744452,-6.21,-22.11,-18.96,29.77
13.754969,-6.13,-21.83,-19.09,29.64
13.764491,-6.15,-21.68,-19.16,29.58
13.774905,-5.62,-21.60,-19.37,29.55
13.785584,-5.70,-21.62,-19.43,29.62
13.794568,-5.85,-21.66,-19.28,29.58
13.804465,-5.83,-21.68,-19.35,29.63
13.815524,-5.64,-21.69,-19.37,29.62
13.825111,-5.42,-21.83,-19.28,29.62
13.834881,-5.55,-21.96,-19.41,29.82
13.844733,-5.64,-22.07,-19.65,30.08
13.854555,-6.06,-21.99,-19.48,30.00
13.865170,-6.23,-22.20,-19.67,30.31
13.874897,-6.28,-22.37,-19.91,30.60
13.884409,-6.41,-22.46,-19.93,30.71
13.895130,-6.23,-22.54,-19.76,30.61
13.905553,-6.21,-22.43,-19.97,30.66
13.915303,-6.32,-22.44,-19.91,30.66
13.925968,-6.32,-22.39,-19.78,30.54
13.935315,-6.17,-22.54,-19.86,30.66
13.945673,-5.89,-22.50,-19.84,30.57
13.954568,-5.57,-22.50,-19.67,30.40
13.964403,-5.27,-22.44,-19.61,30.27
13.974605,-5.38,-22.37,-19.86,30.39
13.985344,-5.36,-22.52,-19.88,30.51
13.994956,-5.18,-22.63,-19.76,30.49
14.005763,-5.12,-22.67,-19.44,30.30
14.014970,-5.16,-22.61,-19.58,30.35
14.024566,-5.27,-22.29,-19.44,30.05
14.036540,-5.42,-22.18,-19.31,29.91
14.045322,-5.57,-22.29,-19.26,29.98
14.056613,-5.70,-22.16,-18.90,29.68
14.064783,-5.87,-22.46,-18.79,29.87
14.075561,-5.87,-22.39,-19.01,29.95
14.084625,-5.76,-22.41,-19.31,30.14
14.095612,-5.59,-22.35,-19.56,30.22
14.105821,-5.51,-22.61,-19.58,30.41
14.123968,-5.46,-22.61,-19.71,30.49
14.124679,-5.51,-22.69,-19.86,30.65
14.134854,-5.51,-22.93,-20.04,30.95
14.145535,-5.51,-22.69,-19.99,30.73
14.156018,-5.44,-22.65,-19.80,30.57
14.166376,-5.62,-22.39,-19.63,30.30
14.175748,-5.89,-22.31,-19.35,30.12
14.184973,-6.15,-22.18,-19.18,29.96
14.196081,-6.23,-22.37,-19.26,30.16
14.205590,-6.11,-22.24,-19.14,29.97
14.215792,-5.91,-21.96,-19.26,29.80
14.232226,-5.78,-21.83,-19.35,29.73
14.234559,-5.87,-21.94,-19.56,29.97
14.246310,-5.83,-22.28,-19.69,30.29
14.254679,-5.81,-22.52,-19.50,30.35
14.264538,-5.66,-22.52,-19.69,30.44
14.276162,-5.57,-22.52,-19.52,30.32
14.285349,-5.68,-22.44,-19.52,30.28
14.294991,-5.74,-22.59,-19.39,30.32
14.305709,-5.76,-22.67,-19.41,30.39
14.315491,-5.78,-22.43,-19.33,30.17
14.326468,-5.74,-22.35,-19.20,30.02
14.337633,-5.64,-22.22,-19.39,30.02
14.344397,-5.76,-22.24,-19.41,30.07
14.354534,-5.83,-22.07,-19.73,30.17
14.365594,-5.68,-22.26,-19.76,30.30
14.375778,-6.11,-22.18,-19.76,30.33
14.385914,-6.32,-22.05,-19.97,30.41
14.396116,-6.17,-22.14,-20.12,30.55
14.406444,-6.15,-22.35,-20.18,30.73
14.415727,-6.24,-22.41,-20.21,30.82
14.425239,-5.81,-22.41,-20.25,30.76
14.434632,-5.79,-22.43,-20.29,30.79
14.444685,-5.66,-22.35,-20.36,30.76
14.455119,-5.40,-22.50,-20.46,30.88
14.464998,-5.44,-22.63,-20.38,30.94
14.474697,-5.44,-22.76,-20.19,30.91
14.485042,-5.66,-22.52,-20.14,30.74
14.494995,-5.87,-22.56,-19.99,30.70
14.505604,-6.02,-22.84,-19.95,30.92
14.515576,-6.09,-22.73,-19.82,30.76
14.529616,-6.32,-22.67,-19.69,30.68
14.536485,-6.19,-22.63,-19.86,30.74
14.545187,-5.87,-22.86,-19.63,30.70
14.555792,-6.15,-22.73,-19.80,30.76
14.564836,-5.96,-22.58,-19.91,30.69
14.575139,-5.76,-22.35,-20.08,30.59
14.584597,-5.72,-22.16,-19.78,30.25
14.594817,-5.68,-22.20,-19.86,30.32
14.605750,-5.68,-22.20,-20.12,30.49
14.616479,-5.70,-22.26,-19.74,30.29
14.626952,-5.79,-22.01,-19.73,30.12
14.639740,-5.51,-21.94,-19.63,29.95
14.646149,-5.42,-22.12,-19.59,30.05
14.656254,-5.49,-22.29,-19.52,30.14
14.665261,-5.78,-22.31,-19.74,30.35
14.674590,-5.79,-22.43,-19.44,30.24
14.684837,-5.55,-22.33,-19.24,29.99
14.695882,-5.55,-22.29,-19.48,30.12
14.704459,-5.49,-22.28,-19.76,30.28
14.715196,-5.68,-22.39,-19.93,30.51
14.725025,-5.76,-22.44,-19.78,30.47
14.734969,-5.59,-22.52,-19.67,30.42
14.744689,-5.38,-22.59,-19.82,30.53
14.755490,-5.36,-22.35,-19.89,30.40
14.764335,-5.61,-22.35,-19.97,30.49
14.776905,-5.72,-22.46,-19.76,30.46
14.785079,-5.74,-22.39,-19.52,30.25
14.797142,-5.87,-22.28,-19.33,30.07
14.804660,-5.78,-22.37,-19.37,30.15
14.816059,-5.96,-22.39,-19.39,30.21
14.825260,-5.96,-22.03,-19.48,30.01
14.834857,-6.00,-22.12,-19.39,30.02
14.844566,-6.13,-22.39,-19.28,30.17
14.856387,-6.21,-22.14,-19.41,30.09
14.865911,-6.24,-22.12,-19.41,30.08
14.876570,-6.15,-22.29,-19.37,30.17
14.886487,-6.39,-22.16,-19.43,30.16
14.895369,-6.15,-22.01,-19.67,30.15
14.905255,-6.17,-22.20,-19.58,30.23
14.915587,-6.13,-22.37,-19.71,30.44
14.926582,-6.02,-22.20,-19.65,30.25
14.934659,-6.09,-22.33,-19.73,30.41
14.945416,-6.02,-22.41,-19.95,30.60
14.955324,-5.94,-22.31,-19.89,30.48
14.964417,-5.79,-22.24,-19.88,30.38
14.974528,-5.87,-22.24,-19.84,30.37
14.984656,-5.96,-22.18,-19.61,30.20
14.994809,-5.72,-22.09,-19.67,30.12
15.006319,-5.78,-22.12,-19.82,30.26
15.014543,-5.57,-22.29,-20.08,30.52
15.030985,-5.68,-22.46,-19.82,30.49
15.036716,-5.66,-22.35,-19.80,30.39
15.044384,-5.66,-22.50,-20.01,30.64
15.055116,-5.76,-22.73,-19.86,30.72
15.064619,-5.64,-22.63,-20.03,30.74
15.074634,-5.62,-22.73,-19.99,30.78
15.084459,-5.57,-22.78,-19.84,30.72
15.095765,-5.51,-22.52,-19.63,30.38
15.106583,-5.51,-22.56,-19.73,30.47
15.116393,-5.55,-22.56,-19.76,30.50
15.129355,-5.36,-22.48,-19.58,30.29
15.135843,-5.31,-22.37,-19.59,30.21
15.145197,-5.29,-22.33,-19.39,30.04
15.156025,-5.38,-22.26,-19.50,30.08
15.165137,-5.33,-22.09,-19.61,30.01
15.175396,-5.40,-22.22,-19.44,30.01
15.184987,-5.61,-22.12,-19.43,29.97
15.195115,-5.51,-22.24,-19.63,30.17
15.204407,-5.68,-22.22,-19.58,30.15
15.214616,-5.68,-22.22,-19.52,30.12
15.231773,-5.81,-22.28,-19.71,30.30
15.234625,-5.89,-22.22,-19.58,30.19
15.244375,-5.81,-22.54,-19.48,30.35
15.255517,-5.66,-22.43,-19.73,30.40
15.265491,-5.36,-22.28,-19.67,30.20
15.275505,-5.27,-22.29,-19.56,30.12
15.284869,-5.42,-22.26,-19.54,30.11
15.295321,-5.34,-22.07,-19.71,30.07
15.305083,-5.36,-22.05,-19.63,30.01
15.315050,-5.49,-21.84,-19.59,29.85
15.324382,-5.38,-21.69,-19.74,29.82
15.335959,-5.31,-21.77,-19.63,29.79
15.345447,-5.42,-21.88,-19.61,29.88
15.356239,-5.44,-21.86,-19.50,29.80
15.366412,-5.23,-22.03,-19.73,30.03
15.375980,-5.34,-22.22,-19.65,30.14
15.384299,-5.19,-22.31,-19.69,30.21
15.395515,-5.21,-22.69,-19.78,30.55
15.404590,-5.46,-22.67,-19.46,30.37
15.414901,-5.68,-22.65,-19.31,30.30
15.424712,-5.72,-22.88,-19.12,30.36
15.434816,-5.87,-22.99,-19.22,30.53
15.444383,-5.96,-22.80,-19.05,30.30
15.455175,-6.04,-22.69,-18.92,30.15
15.464463,-6.19,-22.86,-18.98,30.34
15.474936,-6.02,-22.67,-18.94,30.15
15.484850,-6.00,-22.67,-19.37,30.41
15.494677,-5.89,-22.52,-19.39,30.29
15.504926,-5.74,-22.18,-19.54,30.11
15.515012,-5.78,-21.90,-19.29,29.75
15.526971,-5.76,-22.01,-19.28,29.82
15.534463,-5.51,-22.18,-19.28,29.90
15.545318,-5.31,-21.92,-19.16,29.59
15.554777,-5.44,-22.11,-18.99,29.65
15.564600,-5.34,-22.11,-18.68,29.43
15.575468,-5.25,-22.29,-18.84,29.66
15.585740,-5.42,-22.33,-18.84,29.72
15.595540,-5.42,-22.63,-19.01,30.05
15.605393,-5.31,-22.71,-19.03,30.10
15.615191,-5.44,-22.63,-18.99,30.04
15.628062,-5.62,-22.65,-19.07,30.14
15.636073,-5.42,-22.59,-19.11,30.08
15.644395,-5.48,-22.69,-19.28,30.27
15.654336,-5.61,-22.56,-19.14,30.11
15.666350,-5.49,-22.39,-19.52,30.21
15.675414,-5.51,-22.41,-19.76,30.38
15.684377,-5.64,-22.24,-19.76,30.28
15.694605,-5.68,-22.18,-19.82,30.28
15.704390,-5.42,-22.29,-19.67,30.22
15.715636,-5.42,-22.48,-19.71,30.38
15.726082,-5.38,-22.37,-19.46,30.13
15.739099,-5.59,-22.48,-19.43,30.23
15.746111,-5.79,-22.71,-19.01,30.18
15.754634,-5.89,-22.52,-18.79,29.91
15.764509,-5.79,-22.48,-18.79,29.87
15.776052,-5.96,-22.67,-18.98,30.16
15.785281,-6.17,-22.78,-19.03,30.32
15.794827,-6.47,-22.43,-19.14,30.19
15.805664,-6.39,-22.31,-19.41,30.25
15.815658,-6.19,-22.22,-19.11,29.95
15.833059,-5.94,-22.07,-19.29,29.91
15.838341,-5.81,-22.20,-19.39,30.04
15.845792,-5.96,-22.22,-19.28,30.01
15.855567,-5.66,-21.96,-19.07,29.63
15.864929,-5.68,-21.71,-19.24,29.56
15.875618,-5.59,-21.81,-19.11,29.53
15.885332,-5.62,-22.11,-18.88,29.61
15.894659,-5.70,-22.09,-19.11,29.76
15.906050,-5.87,-22.16,-19.07,29.82
15.914558,-5.98,-22.12,-19.14,29.86
15.924999,-5.94,-22.35,-19.37,30.17
15.934351,-6.09,-22.43,-19.59,30.40
15.944697,-5.85,-22.33,-19.35,30.12
15.955212,-5.81,-22.43,-19.43,30.23
15.965422,-5.94,-22.16,-19.65,30.21
15.974614,-6.00,-22.31,-19.84,30.45
15.984961,-5.96,-22.31,-19.78,30.41
15.996584,-5.76,-22.35,-19.59,30.27
16.004476,-5.61,-22.14,-19.44,30.00
16.015656,-5.48,-22.24,-19.44,30.04
16.024554,-5.87,-22.50,-19.54,30.37
16.036220,-5.89,-22.35,-19.61,30.31
16.045119,-5.94,-22.29,-19.59,30.27
16.058031,-5.96,-22.07,-19.58,30.10
16.065922,-5.87,-22.16,-19.54,30.12
16.075148,-5.89,-22.18,-19.61,30.19
16.086137,-5.79,-22.31,-19.78,30.38
16.095698,-5.91,-22.33,-19.44,30.19
16.104757,-5.57,-22.39,-19.37,30.12
16.114448,-5.51,-22.29,-19.52,30.14
16.124425,-5.38,-22.50,-19.26,30.10
16.135421,-5.19,-22.56,-19.24,30.10
16.147077,-5.14,-22.67,-19.22,30.16
16.155548,-5.33,-22.54,-19.12,30.03
16.164352,-5.53,-22.52,-19.14,30.07
16.175250,-5.48,-22.56,-19.46,30.29
16.184681,-5.66,-22.26,-19.73,30.27
16.195650,-5.68,-22.29,-19.58,30.21
16.205319,-5.81,-22.35,-19.50,30.23
16.215310,-5.85,-22.35,-19.41,30.17
16.224929,-6.06,-22.01,-19.48,30.01
16.238901,-6.09,-22.07,-19.63,30.16
16.244437,-6.09,-21.98,-19.48,29.99
16.254948,-6.13,-21.75,-19.59,29.91
16.264628,-6.21,-21.90,-19.31,29.85
16.275245,-6.23,-21.79,-19.29,29.76
16.284673,-6.28,-21.58,-19.73,29.90
16.295788,-6.49,-21.54,-19.80,29.97
16.305508,-6.56,-21.68,-19.74,30.04
16.315876,-6.38,-21.62,-19.69,29.93
16.325442,-6.28,-21.71,-19.73,30.00
16.341011,-6.26,-21.71,-19.48,29.84
16.345313,-6.34,-21.77,-19.59,29.97
16.354741,-6.24,-21.96,-19.37,29.94
16.364604,-6.11,-22.07,-19.12,29.84
16.374834,-6.00,-22.35,-19.11,30.01
16.384958,-5.91,-22.54,-19.20,30.19
16.394978,-5.89,-22.52,-18.96,30.02
16.404386,-5.91,-22.41,-19.16,30.07
16.415200,-5.78,-22.46,-19.37,30.22
16.425126,-5.55,-22.28,-19.41,30.06
16.434654,-5.62,-22.29,-19.48,30.14
16.444882,-5.74,-22.24,-19.59,30.19
16.454976,-5.87,-22.12,-19.31,29.95
16.465576,-5.72,-22.01,-19.28,29.81
16.474593,-5.91,-22.05,-19.56,30.06
16.485533,-6.02,-22.09,-19.33,29.96
16.495422,-6.26,-22.24,-19.07,29.96
16.504517,-6.41,-22.20,-19.24,30.07
16.514699,-6.34,-22.11,-19.35,30.05
16.525237,-6.36,-22.09,-19.28,30.00
16.535802,-6.17,-22.05,-19.58,30.12
16.545573,-6.21,-21.96,-19.76,30.19
16.556004,-6.08,-21.86,-19.63,30.00
16.565287,-5.89,-21.83,-19.63,29.94
16.576062,-5.66,-21.64,-19.76,29.85
16.585483,-5.61,-21.75,-19.61,29.82
16.595279,-5.57,-21.83,-19.82,30.00
16.605452,-5.34,-21.99,-19.80,30.07
16.614489,-5.40,-22.09,-19.73,30.10
16.624521,-5.55,-22.09,-19.37,29.90
16.638007,-5.55,-22.24,-19.44,30.06
16.644543,-5.46,-22.46,-19.52,30.25
16.654635,-5.62,-22.86,-19.28,30.42
16.664433,-5.42,-22.91,-19.26,30.42
16.674974,-5.70,-22.84,-18.92,30.20
16.685371,-5.83,-22.71,-19.01,30.18
16.694712,-5.68,-22.78,-18.83,30.09
16.705372,-5.68,-22.84,-19.09,30.30
16.714613,-5.66,-22.82,-18.92,30.18
16.724667,-5.85,-22.56,-18.94,30.03
16.737905,-5.74,-22.29,-18.90,29.78
16.744683,-5.94,-22.44,-18.90,29.94
16.754550,-5.89,-22.61,-18.98,30.10
16.765777,-5.68,-22.46,-18.73,29.79
16.775338,-5.74,-22.20,-18.94,29.74
16.785371,-5.62,-22.09,-18.81,29.55
16.796237,-5.46,-22.14,-18.94,29.64
16.805353,-5.62,-22.28,-18.71,29.63
16.815703,-5.68,-22.07,-18.79,29.53
16.826496,-5.62,-21.98,-18.68,29.38
16.834604,-5.46,-22.12,-18.84,29.57
16.848032,-5.59,-22.46,-19.26,30.11
16.855216,-5.49,-22.63,-19.39,30.30
16.865156,-5.53,-22.69,-19.41,30.36
16.875828,-5.55,-22.65,-19.44,30.36
16.884787,-5.33,-22.67,-19.54,30.40
16.894659,-5.23,-22.67,-19.82,30.56
16.905189,-5.23,-22.67,-19.86,30.59
16.914611,-5.19,-22.80,-19.78,30.63
16.924992,-5.31,-22.48,-19.59,30.29
16.934603,-5.36,-22.46,-19.61,30.30
16.944489,-5.51,-22.67,-19.59,30.47
16.954643,-5.70,-22.65,-19.65,30.52
16.964626,-5.72,-22.58,-19.67,30.48
16.975255,-5.70,-22.69,-19.50,30.45
16.986335,-5.76,-22.69,-19.80,30.66
16.994678,-5.91,-22.46,-19.97,30.63
17.004447,-5.85,-22.65,-19.86,30.68
17.016312,-6.09,-22.56,-19.84,30.65
17.034993,-6.13,-22.33,-19.84,30.49
17.036147,-5.96,-22.52,-19.52,30.39
17.047785,-6.11,-22.56,-19.61,30.51
17.056302,-6.13,-22.54,-19.59,30.49
17.064810,-6.06,-22.48,-19.31,30.25
17.074608,-5.93,-22.35,-19.11,29.99
17.084500,-5.94,-22.28,-19.12,29.95
17.096076,-5.78,-22.18,-19.09,29.83
17.105249,-5.55,-22.31,-19.03,29.85
17.115468,-5.57,-22.14,-19.29,29.89
17.124412,-5.68,-22.22,-19.43,30.05
17.137893,-5.79,-22.43,-19.63,30.36
17.153161,-5.96,-22.61,-19.84,30.67
17.155232,-5.98,-22.63,-19.89,30.72
17.164800,-6.21,-22.59,-19.89,30.74
17.175295,-6.02,-22.59,-19.76,30.61
17.184533,-6.11,-22.59,-19.86,30.69
17.194722,-6.36,-22.71,-19.91,30.86
17.204576,-6.02,-22.69,-19.80,30.71
17.215493,-5.85,-22.63,-19.69,30.56
17.225516,-5.64,-22.48,-19.46,30.27
17.238972,-5.59,-22.56,-19.54,30.36
17.244397,-5.31,-22.44,-19.52,30.21
17.255234,-5.59,-22.56,-19.54,30.36
17.266267,-5.34,-22.54,-19.73,30.42
17.275640,-4.97,-22.43,-19.59,30.19
17.285359,-5.31,-22.18,-19.46,29.98
17.296206,-5.55,-22.18,-19.44,30.01
17.304428,-5.72,-22.39,-19.67,30.34
17.315785,-5.91,-22.18,-19.67,30.23
17.325891,-5.78,-22.28,-19.52,30.17
17.335871,-5.87,-22.28,-19.84,30.40
17.350527,-6.08,-22.16,-19.95,30.43
17.356819,-6.24,-22.20,-20.04,30.55
17.366923,-5.87,-22.54,-20.04,30.73
17.375272,-5.78,-22.54,-19.95,30.65
17.385128,-5.66,-22.39,-19.73,30.37
17.395298,-5.53,-22.46,-19.59,30.32
17.405103,-5.70,-22.50,-19.76,30.48
17.415574,-5.55,-22.56,-19.28,30.18
17.425194,-5.74,-22.54,-18.90,29.97
